Country Name,Country Code,Year,average_value_CO2 emissions (kt)
Czech Republic,CZE,1981,
East Asia & Pacific (excluding high income),EAP,1997,3871034.00711942
Europe & Central Asia,ECS,1978,10140000.2367989
"Egypt, Arab Rep.",EGY,1990,86820
"Egypt, Arab Rep.",EGY,1999,114670
Faroe Islands,FRO,1979,480.377
Gabon,GAB,1995,4610
Ghana,GHA,1992,3080
Guinea,GIN,1966,718.732
"Gambia, The",GMB,1960,18.335
Guyana,GUY,1975,1826.166
Guyana,GUY,1981,1800.497
Haiti,HTI,1965,304.361
Hungary,HUN,2008,53030
IDA blend,IDB,1978,164149.057188952
IDA blend,IDB,2018,505410
Indonesia,IDN,1960,21404.279
India,IND,1983,378669.088
Israel,ISR,1968,13809.922
Jordan,JOR,1974,2229.536
Cambodia,KHM,2003,2380
Late-demographic dividend,LTE,2001,6992823.16415394
Monaco,MCO,1961,
Monaco,MCO,2000,
Moldova,MDA,1978,
Madagascar,MDG,1995,1370
North Macedonia,MKD,1986,
Montenegro,MNE,1980,
Nigeria,NGA,1983,59929.781
Netherlands,NLD,1978,170548.503
Norway,NOR,1968,21140.255
Other small states,OSS,1981,70898.8421372811
Peru,PER,1963,10234.597
Philippines,PHL,1986,29207.655
Palau,PLW,1976,113.677
Poland,POL,1971,313246.141
Pre-demographic dividend,PRE,1997,268117.441938117
West Bank and Gaza,PSE,1995,
Qatar,QAT,2016,85280
Rwanda,RWA,1966,44.004
Rwanda,RWA,2011,650
Senegal,SEN,1982,3054.611
Sierra Leone,SLE,2002,530
El Salvador,SLV,2016,7170
Sub-Saharan Africa,SSF,1962,136784.517570261
Small states,SST,2016,228009.342291027
Suriname,SUR,1960,432.706
Slovak Republic,SVK,1997,42270
Slovak Republic,SVK,2016,31500
Slovenia,SVN,2007,16300
Sweden,SWE,2006,48900
Thailand,THA,1987,56944.843
Tonga,TON,2010,120
South Asia (IDA & IBRD),TSA,1976,297283.69
South Asia (IDA & IBRD),TSA,1995,849830
Trinidad and Tobago,TTO,1998,14100
United States,USA,2002,5594160
Uzbekistan,UZB,1961,
"Venezuela, RB",VEN,2014,188350
British Virgin Islands,VGB,1981,44.004
Vietnam,VNM,1973,25096.948
Kosovo,XKX,1992,
"Yemen, Rep.",YEM,1980,1195.442
South Africa,ZAF,1994,252010
Aruba,ABW,1996,
Africa Western and Central,AFW,1999,118000
Andorra,AND,1989,
Argentina,ARG,1971,88939.418
Armenia,ARM,1973,
Australia,AUS,1998,327660
Burkina Faso,BFA,2007,1680
Burkina Faso,BFA,2012,2710
Bangladesh,BGD,1986,11463.042
Bahrain,BHR,2003,17960
"Bahamas, The",BHS,1982,2262.539
Belize,BLZ,1997,460
Bermuda,BMU,2009,
Brazil,BRA,1963,55617.389
Barbados,BRB,1987,942.419
Central African Republic,CAF,1968,183.35
Channel Islands,CHI,2007,
Cabo Verde,CPV,1963,14.668
Costa Rica,CRI,1963,601.388
Czech Republic,CZE,1993,130980
Dominica,DMA,2004,160
Europe & Central Asia,ECS,2009,6281559.09135102
Euro area,EMU,1987,
Fiji,FJI,2003,1080
Guinea-Bissau,GNB,1964,58.672
Greece,GRC,1990,75620
Greenland,GRL,1997,
Croatia,HRV,1971,
Indonesia,IDN,1991,161840
Isle of Man,IMN,1979,
Israel,ISR,2005,60990
Kenya,KEN,2019,
Cambodia,KHM,1967,418.038
St. Kitts and Nevis,KNA,1982,66.006
Lao PDR,LAO,1995,670
Lao PDR,LAO,2008,2050
Libya,LBY,2018,58940
St. Lucia,LCA,1962,18.335
Latin America & Caribbean,LCN,2012,1734371.90107131
Least developed countries: UN classification,LDC,1971,67911.7062591936
Low income,LIC,1998,141211.790889682
Liechtenstein,LIE,1988,
Liechtenstein,LIE,2019,
Lower middle income,LMC,2007,3678144.09426765
Lithuania,LTU,2004,11910
St. Martin (French part),MAF,1979,
Monaco,MCO,2003,
Middle East & North Africa,MEA,1987,827658.358158818
Mexico,MEX,1997,349230
Middle East & North Africa (excluding high income),MNA,2008,1172756.27819798
Mongolia,MNG,2010,14310
Malawi,MWI,1967,366.7
Malaysia,MYS,1961,4000.697
North America,NAC,1975,4805313.29110831
North America,NAC,2013,5648288.23626019
Namibia,NAM,1997,1970
Nigeria,NGA,1987,59343.061
Nigeria,NGA,2001,85150
Nigeria,NGA,2004,88630
Nepal,NPL,1971,198.018
Nauru,NRU,2003,70
Poland,POL,2011,310590
West Bank and Gaza,PSE,1992,
West Bank and Gaza,PSE,2002,
Romania,ROU,1979,196074.49
Senegal,SEN,1994,2610
Singapore,SGP,1996,39860
Solomon Islands,SLB,2012,360
El Salvador,SLV,1990,2380
Serbia,SRB,1983,
Sub-Saharan Africa (excluding high income),SSA,2010,707627.751723706
South Sudan,SSD,1991,0
Turks and Caicos Islands,TCA,1979,
Turks and Caicos Islands,TCA,2009,
Europe & Central Asia (IDA & IBRD countries),TEC,2016,3153613.88405586
Timor-Leste,TLS,1960,
Tonga,TON,2001,100
Trinidad and Tobago,TTO,1968,4041.034
Ukraine,UKR,1996,346110
Ukraine,UKR,2004,307140
Uruguay,URY,1966,5405.158
British Virgin Islands,VGB,1994,
British Virgin Islands,VGB,2010,
United Arab Emirates,ARE,1962,18.335
Australia,AUS,2006,375060
Australia,AUS,2014,369880
Burundi,BDI,1964,47.671
Bangladesh,BGD,1973,4554.414
"Bahamas, The",BHS,1962,726.066
Belarus,BLR,2008,60270
Belarus,BLR,2015,54890
Bermuda,BMU,1970,227.354
Bhutan,BTN,2013,850
Chile,CHL,1965,17766.615
Cote d'Ivoire,CIV,2008,6360
Cameroon,CMR,1976,1092.766
Cameroon,CMR,1983,6589.599
Costa Rica,CRI,1996,4530
Dominican Republic,DOM,1963,1250.447
East Asia & Pacific (excluding high income),EAP,1982,1941122.80371567
East Asia & Pacific (excluding high income),EAP,2003,5331428.2539169
Early-demographic dividend,EAR,1996,3352367.2092606
East Asia & Pacific,EAS,2007,10757242.9122241
Euro area,EMU,1970,
Estonia,EST,2007,19850
Finland,FIN,2013,50190
Ghana,GHA,2002,7420
Grenada,GRD,1989,102.676
Grenada,GRD,2010,290
Greenland,GRL,2005,
Guam,GUM,1996,
"Hong Kong SAR, China",HKG,2001,
Honduras,HND,2011,8780
Croatia,HRV,1975,
Croatia,HRV,1988,
Hungary,HUN,1991,64550
IBRD only,IBD,1996,9481820.10820219
IBRD only,IBD,2004,12603314.3275769
IDA total,IDA,1995,429869.42184311
Ireland,IRL,1988,29842.046
"Iran, Islamic Rep.",IRN,1995,272400
Iraq,IRQ,1978,42317.18
Kazakhstan,KAZ,2005,162480
Kazakhstan,KAZ,2012,241490
St. Lucia,LCA,1984,113.677
Sri Lanka,LKA,1980,3410.31
Marshall Islands,MHL,1969,
Middle income,MIC,1970,5431889.47672499
Middle income,MIC,1992,8874807.54995807
Mali,MLI,1961,117.344
Mali,MLI,1981,396.036
Malta,MLT,1997,2470
Mauritius,MUS,1968,638.058
Nigeria,NGA,1981,65958.329
Nigeria,NGA,2005,98440
OECD members,OED,1966,7489475.06103081
Other small states,OSS,2008,153260.779804115
Portugal,PRT,1965,11598.721
South Asia,SAS,1992,717340
Sierra Leone,SLE,1989,374.034
Slovenia,SVN,1961,
Sint Maarten (Dutch part),SXM,1974,
Seychelles,SYC,2003,550
Turks and Caicos Islands,TCA,2011,
Europe & Central Asia (IDA & IBRD countries),TEC,1989,7161612.18272206
Europe & Central Asia (IDA & IBRD countries),TEC,2000,2914549.76673988
Thailand,THA,1982,37909.446
Thailand,THA,2014,258660
Trinidad and Tobago,TTO,2019,
Tuvalu,TUV,1990,10
Tanzania,TZA,1982,2167.197
Upper middle income,UMC,1971,4748640.03050451
Uruguay,URY,1999,6780
United States,USA,1964,3255995.306
South Africa,ZAF,1977,199950.509
Zambia,ZMB,1995,2130
Zimbabwe,ZWE,1998,14070
Albania,ALB,2009,4320
American Samoa,ASM,1993,
Antigua and Barbuda,ATG,1972,374.034
Australia,AUS,1992,268360
Burundi,BDI,2005,160
Belgium,BEL,1974,135220.625
Bulgaria,BGR,1964,42863.563
Bolivia,BOL,1977,4481.074
Switzerland,CHE,1960,19523.108
Chile,CHL,1988,26926.781
"Congo, Rep.",COG,1967,322.696
Costa Rica,CRI,2017,8180
Caribbean small states,CSS,1995,30190
Algeria,DZA,1991,66940
Early-demographic dividend,EAR,2006,4910871.38036826
Europe & Central Asia (excluding high income),ECA,1963,2850761.45508295
Eritrea,ERI,1998,610
Spain,ESP,1979,203745.854
Spain,ESP,1989,226671.938
Fiji,FJI,1966,322.696
France,FRA,1980,505363.938
"Micronesia, Fed. Sts.",FSM,2006,140
"Micronesia, Fed. Sts.",FSM,2020,
United Kingdom,GBR,1979,644893.288
Guinea-Bissau,GNB,1986,183.35
Guinea-Bissau,GNB,2020,
Greenland,GRL,1999,
Guatemala,GTM,1975,3523.987
Guatemala,GTM,1997,6550
Haiti,HTI,2019,
IBRD only,IBD,1960,3686202.87467813
IBRD only,IBD,1968,4810907.17393372
IDA & IBRD total,IBT,1965,4378181.03152799
IDA & IBRD total,IBT,1978,8984638.77387482
IDA blend,IDB,1995,296174.400734556
IDA blend,IDB,2008,396420
Indonesia,IDN,2002,306060
Indonesia,IDN,2012,486750
India,IND,1978,283096.067
Japan,JPN,1995,1172790
Kenya,KEN,1994,5870
Kyrgyz Republic,KGZ,2015,10270
Liberia,LBR,1992,400
Liechtenstein,LIE,1986,
Low & middle income,LMY,1966,4345806.89283744
Luxembourg,LUX,1997,8270
"Macao SAR, China",MAC,1996,
Morocco,MAR,1998,31050
Middle income,MIC,1990,8801316.64689319
Middle income,MIC,2005,13471258.2149979
Middle income,MIC,2019,
Mali,MLI,2017,5050
Mongolia,MNG,2006,12420
Mauritius,MUS,1961,187.017
Malawi,MWI,2008,1100
North America,NAC,1990,5266383.37670672
New Caledonia,NCL,2020,
Niger,NER,1973,330.03
Nigeria,NGA,1979,70289.056
Nigeria,NGA,1985,69893.02
Nicaragua,NIC,1977,2838.258
Nicaragua,NIC,1980,2027.851
Nepal,NPL,2006,2620
Nauru,NRU,1960,
Oman,OMN,1992,14900
Other small states,OSS,2005,128459.576538995
Pakistan,PAK,1964,19035.397
Peru,PER,2001,26360
Philippines,PHL,1979,38136.8
Palau,PLW,2014,220
Papua New Guinea,PNG,1969,557.384
Poland,POL,1967,259282.569
Poland,POL,2013,298330
"Korea, Dem. People's Rep.",PRK,1996,74010
Rwanda,RWA,1970,58.672
Saudi Arabia,SAU,1997,214930
Singapore,SGP,1969,7205.655
Sierra Leone,SLE,2011,770
El Salvador,SLV,1963,1125.769
South Sudan,SSD,1996,0
Suriname,SUR,1963,531.715
Sint Maarten (Dutch part),SXM,2010,
East Asia & Pacific (IDA & IBRD countries),TEA,1974,1143856.74509743
East Asia & Pacific (IDA & IBRD countries),TEA,1992,2851545.38296984
Tuvalu,TUV,1966,
Tanzania,TZA,1968,1653.817
Tanzania,TZA,1980,1884.838
Vietnam,VNM,1998,44870
World,WLD,1963,10274503.991073
Kosovo,XKX,2018,
Afghanistan,AFG,1965,1008.425
Andorra,AND,1978,
Armenia,ARM,2018,5550
Azerbaijan,AZE,2018,32020
Burkina Faso,BFA,1998,880
Bahrain,BHR,1963,1195.442
Bahrain,BHR,1999,15450
Bermuda,BMU,1972,253.023
Brazil,BRA,2003,309350
Bhutan,BTN,1981,25.669
Central Europe and the Baltics,CEB,1984,1193598.57778287
Switzerland,CHE,1995,43440
Chile,CHL,1970,24664.242
Cote d'Ivoire,CIV,1975,3989.696
Cote d'Ivoire,CIV,2003,5150
"Congo, Dem. Rep.",COD,1960,2321.211
"Congo, Rep.",COG,2011,4860
Caribbean small states,CSS,1997,31430
Cuba,CUB,1976,27223.808
Cuba,CUB,1987,33952.753
Curacao,CUW,2003,
Algeria,DZA,2005,88990
East Asia & Pacific (excluding high income),EAP,1963,526843.234731961
Early-demographic dividend,EAR,1975,1460455.65379312
East Asia & Pacific,EAS,1992,4928672.65458781
France,FRA,1961,281211.229
United Kingdom,GBR,1991,570340
Ghana,GHA,2005,7020
Grenada,GRD,1970,44.004
Greenland,GRL,1986,326.363
Guatemala,GTM,2016,17460
Guyana,GUY,1984,1404.461
High income,HIC,2006,13335232.465005
Honduras,HND,1967,876.413
Haiti,HTI,1991,1000
Ireland,IRL,1973,22860.078
Ireland,IRL,2017,37530
Iraq,IRQ,1973,30645.119
Iceland,ISL,1984,1815.165
Japan,JPN,1996,1186230
Kenya,KEN,1995,6370
Kiribati,KIR,1976,33.003
Lebanon,LBN,1994,11270
Lower middle income,LMC,1983,1642011.53716947
Low & middle income,LMY,2011,18883932.3989046
Luxembourg,LUX,1984,8929.145
Maldives,MDV,1985,66.006
Marshall Islands,MHL,1964,
Middle income,MIC,2006,14418249.9527771
Malta,MLT,1977,803.073
Myanmar,MMR,2001,8510
Middle East & North Africa (excluding high income),MNA,2002,856867.449716167
Montenegro,MNE,2004,0
Namibia,NAM,2012,3540
New Caledonia,NCL,1975,2530.23
Peru,PER,1984,20692.881
Philippines,PHL,1967,18232.324
Papua New Guinea,PNG,2016,7630
Poland,POL,1991,351630
Puerto Rico,PRI,1977,
Paraguay,PRY,1994,3340
Qatar,QAT,1986,13296.542
Romania,ROU,2007,96440
Senegal,SEN,1967,700.397
Singapore,SGP,2001,42270
Somalia,SOM,1974,330.03
Somalia,SOM,2000,490
Somalia,SOM,2014,650
Somalia,SOM,2016,660
Sao Tome and Principe,STP,2007,80
Slovak Republic,SVK,2012,32370
Syrian Arab Republic,SYR,1991,32110
Turks and Caicos Islands,TCA,1991,
East Asia & Pacific (IDA & IBRD countries),TEA,1981,1689484.73372079
Middle East & North Africa (IDA & IBRD countries),TMN,1972,233404.55
South Asia (IDA & IBRD),TSA,2018,2770040
Trinidad and Tobago,TTO,2012,22120
Tunisia,TUN,2013,26770
Tuvalu,TUV,2005,10
Tanzania,TZA,1999,2520
Ukraine,UKR,1979,
Virgin Islands (U.S.),VIR,1960,
World,WLD,1972,16680140.7889655
Kosovo,XKX,1991,
South Africa,ZAF,2005,377640
Africa Western and Central,AFW,2003,137380
Austria,AUT,1960,30821.135
Bahrain,BHR,2020,
"Bahamas, The",BHS,2020,
Bolivia,BOL,1968,2178.198
Barbados,BRB,2008,1780
Cote d'Ivoire,CIV,1995,3260
Cameroon,CMR,1994,7290
"Congo, Rep.",COG,1975,1100.1
"Congo, Rep.",COG,1980,407.037
Costa Rica,CRI,1970,1250.447
Cuba,CUB,2012,28850
Cyprus,CYP,2016,7150
East Asia & Pacific (excluding high income),EAP,1965,587220.812460183
East Asia & Pacific (excluding high income),EAP,2007,8062943.96381154
"Egypt, Arab Rep.",EGY,1976,34495.469
Eritrea,ERI,1965,
Eritrea,ERI,2015,650
Ethiopia,ETH,2002,4570
European Union,EUU,2005,3489300
Fragile and conflict affected situations,FCS,1988,479007.228525631
Fragile and conflict affected situations,FCS,2016,733331.864367626
France,FRA,1997,359140
France,FRA,2013,336630
Faroe Islands,FRO,2012,
"Micronesia, Fed. Sts.",FSM,2000,130
United Kingdom,GBR,1996,544660
Gibraltar,GIB,1960,47.671
"Gambia, The",GMB,1985,172.349
Equatorial Guinea,GNQ,2014,8090
Guam,GUM,1974,
Honduras,HND,1979,1932.509
Croatia,HRV,1961,
IDA & IBRD total,IBT,2014,20703760.9472236
IDA total,IDA,1975,251926.002267204
Isle of Man,IMN,1972,
Jamaica,JAM,1973,8298.421
Kyrgyz Republic,KGZ,2002,4970
Latin America & Caribbean (excluding high income),LAC,1974,516801.311
Lao PDR,LAO,2002,1110
Liberia,LBR,1993,420
Libya,LBY,2005,49130
Liechtenstein,LIE,1999,230
Lower middle income,LMC,1978,1400968.32687863
Late-demographic dividend,LTE,1972,5032295.02250829
Madagascar,MDG,2004,1650
Maldives,MDV,1975,7.334
Myanmar,MMR,1979,5100.797
Montenegro,MNE,1974,
Montenegro,MNE,1992,0
Northern Mariana Islands,MNP,1986,
Mozambique,MOZ,1997,1290
Mauritania,MRT,2007,1720
Malawi,MWI,2012,1120
Malaysia,MYS,2007,188340
Niger,NER,1987,1001.091
Nigeria,NGA,1978,48294.39
Nicaragua,NIC,2015,5270
New Zealand,NZL,1983,17964.633
Oman,OMN,1981,6017.547
Panama,PAN,1980,3124.284
Panama,PAN,2007,7480
Peru,PER,1979,22273.358
Poland,POL,1994,339750
Puerto Rico,PRI,1978,
Puerto Rico,PRI,1994,
Puerto Rico,PRI,2018,
Pacific island small states,PSS,1967,720.29461606403
Pacific island small states,PSS,1978,1339.98942541521
Russian Federation,RUS,2018,1607550
Rwanda,RWA,2016,1050
Somalia,SOM,2004,580
Serbia,SRB,2017,46900
Sub-Saharan Africa (excluding high income),SSA,2014,798329.066393456
South Sudan,SSD,1989,
Small states,SST,2017,231343.810692077
Slovak Republic,SVK,1985,
Eswatini,SWZ,1978,440.04
Syrian Arab Republic,SYR,1960,3223.293
Syrian Arab Republic,SYR,2001,41300
Chad,TCD,2015,970
Latin America & the Caribbean (IDA & IBRD countries),TLA,1985,841580.167
Latin America & the Caribbean (IDA & IBRD countries),TLA,1992,903410
Sub-Saharan Africa (IDA & IBRD countries),TSS,1971,260959.001532362
Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,
Tunisia,TUN,2000,20930
British Virgin Islands,VGB,1978,29.336
British Virgin Islands,VGB,1987,62.339
World,WLD,1968,13087346.5712946
Aruba,ABW,1967,12236.779
Afghanistan,AFG,1977,2390.884
Andorra,AND,1994,410
Benin,BEN,1977,297.027
Central Europe and the Baltics,CEB,1963,583019.435263968
Channel Islands,CHI,2010,
Channel Islands,CHI,2012,
China,CHN,1976,1196193.735
Cote d'Ivoire,CIV,2012,7890
Cameroon,CMR,1992,2530
"Congo, Rep.",COG,1968,451.041
Comoros,COM,1999,90
Comoros,COM,2015,180
Caribbean small states,CSS,2013,41400
Cayman Islands,CYM,1989,256.69
Czech Republic,CZE,1992,134140
Djibouti,DJI,1966,139.346
Djibouti,DJI,2016,490
Denmark,DNK,1965,44337.697
Estonia,EST,2011,18050
European Union,EUU,1993,3348670
"Micronesia, Fed. Sts.",FSM,1983,
Gabon,GAB,2006,4040
Greece,GRC,1974,36218.959
Grenada,GRD,2011,290
Guatemala,GTM,1981,3967.694
"Hong Kong SAR, China",HKG,1974,10678.304
"Hong Kong SAR, China",HKG,1986,25698.336
Honduras,HND,2013,9340
Croatia,HRV,2007,22890
Croatia,HRV,2012,17460
Croatia,HRV,2013,17040
Indonesia,IDN,1984,112184.531
Ireland,IRL,1990,31000
Jamaica,JAM,1962,2119.526
Jamaica,JAM,1979,8536.776
"Korea, Rep.",KOR,2000,455690
"Korea, Rep.",KOR,2020,
Lebanon,LBN,1993,10330
Libya,LBY,1983,30414.098
Libya,LBY,1985,31418.856
Sri Lanka,LKA,1979,3828.348
Sri Lanka,LKA,2013,14480
Lower middle income,LMC,2005,3260696.19454889
Lesotho,LSO,1995,1610
Luxembourg,LUX,2018,9320
"Macao SAR, China",MAC,1980,528.048
Maldives,MDV,2001,480
Middle East & North Africa,MEA,2011,2181023.78876632
Malta,MLT,1966,414.371
Mongolia,MNG,1967,2152.529
Namibia,NAM,2019,
Niger,NER,1998,700
Nigeria,NGA,1965,11763.736
Nicaragua,NIC,1970,1404.461
Nepal,NPL,1994,1740
Peru,PER,2013,49520
Palau,PLW,2001,220
Pre-demographic dividend,PRE,1985,171310.550693859
"Korea, Dem. People's Rep.",PRK,1997,67520
Portugal,PRT,1973,20003.485
Paraguay,PRY,2008,4180
West Bank and Gaza,PSE,2018,
Singapore,SGP,1986,35027.184
Singapore,SGP,1995,38880
El Salvador,SLV,2010,6540
South Sudan,SSD,2010,0
Slovak Republic,SVK,1976,
Slovenia,SVN,2008,17390
Slovenia,SVN,2013,14600
Syrian Arab Republic,SYR,1988,36945.025
Chad,TCD,1992,410
Chad,TCD,2002,530
Turkmenistan,TKM,1988,
Timor-Leste,TLS,2016,690
Sub-Saharan Africa (IDA & IBRD countries),TSS,2003,570768.2590037
Sub-Saharan Africa (IDA & IBRD countries),TSS,2009,659705.651209378
Ukraine,UKR,1970,
United States,USA,1994,5073230
Uzbekistan,UZB,1977,
St. Vincent and the Grenadines,VCT,2018,280
Virgin Islands (U.S.),VIR,1967,
Virgin Islands (U.S.),VIR,1974,
Vanuatu,VUT,2015,140
"Yemen, Rep.",YEM,2011,20690
Angola,AGO,2015,35160
Albania,ALB,1981,7341.334
Bangladesh,BGD,1963,18514.683
Bermuda,BMU,1994,
Brunei Darussalam,BRN,2008,7220
Switzerland,CHE,1990,43330
Cameroon,CMR,1991,2650
Cameroon,CMR,1995,7110
"Congo, Dem. Rep.",COD,1984,3964.027
"Congo, Rep.",COG,1978,322.696
Colombia,COL,1966,23501.803
Colombia,COL,2006,57720
Caribbean small states,CSS,1960,5878.201
Cuba,CUB,2017,25650
Cyprus,CYP,1966,1243.113
Cyprus,CYP,2010,7820
Dominica,DMA,2009,500
Dominican Republic,DOM,1961,1030.427
Algeria,DZA,1977,41891.808
Europe & Central Asia (excluding high income),ECA,1970,4073857.78002142
Euro area,EMU,1998,2629090
Spain,ESP,1962,60054.459
Fragile and conflict affected situations,FCS,2000,503213.116767381
"Gambia, The",GMB,1997,230
Guinea-Bissau,GNB,1999,190
Haiti,HTI,2015,3320
IBRD only,IBD,1967,4553562.75815112
IDA only,IDX,2020,
"Iran, Islamic Rep.",IRN,2009,551430
Iraq,IRQ,1964,9075.825
Israel,ISR,1992,36860
Israel,ISR,2001,57950
Kenya,KEN,1982,4693.76
Latin America & Caribbean (excluding high income),LAC,1997,971060
Lao PDR,LAO,1975,253.023
Libya,LBY,1996,39400
Latin America & Caribbean,LCN,1971,552797.324101196
Lithuania,LTU,2008,13060
Latvia,LVA,1985,
St. Martin (French part),MAF,2009,
Middle income,MIC,1994,8823557.32335837
Myanmar,MMR,1978,5155.802
Montenegro,MNE,2000,0
Mozambique,MOZ,1975,2885.929
Mauritania,MRT,1966,179.683
Netherlands,NLD,1983,138256.901
Nauru,NRU,1975,102.676
Nauru,NRU,2018,70
OECD members,OED,2007,13294680
Palau,PLW,2009,200
Papua New Guinea,PNG,2001,3380
Puerto Rico,PRI,1990,
Romania,ROU,1973,144960.177
Russian Federation,RUS,2000,1489500
South Asia,SAS,2008,1629080
Sub-Saharan Africa,SSF,2001,526193.552840904
Small states,SST,1984,105159.083251793
Small states,SST,2002,137856.014701126
Small states,SST,2012,220175.350264466
Suriname,SUR,1973,2108.525
Slovenia,SVN,1962,
Turks and Caicos Islands,TCA,1999,
East Asia & Pacific (IDA & IBRD countries),TEA,1989,2744393.62805823
Europe & Central Asia (IDA & IBRD countries),TEC,1975,5564470.28323552
Tajikistan,TJK,1962,
Turkmenistan,TKM,1990,44650
Timor-Leste,TLS,1986,
Tonga,TON,1977,29.336
Sub-Saharan Africa (IDA & IBRD countries),TSS,1993,421021.477167553
Tanzania,TZA,1969,1796.83
Uzbekistan,UZB,2014,105410
British Virgin Islands,VGB,1970,18.335
Vanuatu,VUT,1974,62.339
Africa Eastern and Southern,AFE,2016,592299.593958805
Angola,AGO,1965,1188.108
Albania,ALB,2001,3220
Andorra,AND,1966,
United Arab Emirates,ARE,2007,131690
Armenia,ARM,2007,5200
American Samoa,ASM,1982,
American Samoa,ASM,1983,
Australia,AUS,1986,239964.813
Belgium,BEL,1969,123618.237
Brazil,BRA,1971,102635.663
Central African Republic,CAF,2014,300
Comoros,COM,1971,29.336
Curacao,CUW,2000,
Cayman Islands,CYM,1986,201.685
Djibouti,DJI,2009,460
Europe & Central Asia,ECS,1987,10800669.6374039
"Egypt, Arab Rep.",EGY,1974,26123.708
Ethiopia,ETH,2014,12330
Gabon,GAB,2004,4430
Gibraltar,GIB,2010,
Guinea,GIN,2012,2490
Equatorial Guinea,GNQ,1963,25.669
Grenada,GRD,2009,810
High income,HIC,1983,10401082.7656708
"Hong Kong SAR, China",HKG,1996,
Hungary,HUN,1989,76090.25
Iraq,IRQ,1987,52881.807
Iceland,ISL,2014,2050
"Korea, Rep.",KOR,1960,12552.141
Liberia,LBR,1965,557.384
St. Lucia,LCA,1980,113.677
St. Lucia,LCA,2016,350
Low income,LIC,1974,140548.032749227
Sri Lanka,LKA,1975,2896.93
Lower middle income,LMC,1985,1835069.26608239
Lesotho,LSO,1990,1390
St. Martin (French part),MAF,1993,
Madagascar,MDG,1970,971.755
Madagascar,MDG,2002,1120
Mexico,MEX,2007,462410
Marshall Islands,MHL,1963,
Mali,MLI,1993,460
Malta,MLT,2009,2510
